"","LINEUP_SORTED","NUMBER OF GUARDS","OPPONENT POSSESSIONS","CMU POSSESSIONS","LINEUP SECONDS","OPPONENT PTS","CMU PTS","CMU 3PA","CMU FGA","CMU FTA","CMU REBOUNDS","TOTAL REBOUNDS","OPPONENTS","SCORE DIFFERENTIAL WHEN ENTER","QUARTER","NUMBERS","SCORE","LOCATION","PACE","OFFENSIVE RATING","DEFENSIVE RATING","NET RATING","3PA/FGA","TRUE SHOOTING %","TRB%"
"130","CHINTALA,ANISHA GIBBS,SAVANNAH LAFOND,LIV OR,CATHERINE TIMKO,NICOLE",3,5,4,207,2,6,2,2,0,4,4,"rochester","10","2","24 10 43 4 22","72-55","AWAY",52.1739130434783,150,40,110,1,150,100
"131","CHINTALA,ANISHA GIBBS,SAVANNAH LIGOTTI,PIPER NAMBISAN,ISHA OR,CATHERINE",4,5,6,197,2,4,1,3,0,0,1,"la roche, oberlin","7, 17","2, 2","4 3 10 33 22","72-47, 81-43","HOME, HOME",67.005076142132,66.6666666666667,40,26.6666666666667,0.333333333333333,66.6666666666667,0
"132","CHINTALA,ANISHA GIBBS,SAVANNAH LIGOTTI,PIPER OR,CATHERINE TIMKO,NICOLE",4,8,7,232,12,10,3,8,0,4,6,"carlow","34","3","4 24 22 3 10","92-45","HOME",77.5862068965517,142.857142857143,150,-7.14285714285714,0.375,62.5,66.6666666666667
"133","CHINTALA,ANISHA GIBBS,SAVANNAH NAMBISAN,ISHA OR,CATHERINE PEPER,ANYA",4,1,1,28,3,1,0,0,2,0,1,"case western reserve","-3","3","33 22 4 14 10","69-63","AWAY",85.7142857142857,100,300,-200,NA,56.8181818181818,0
"134","CHINTALA,ANISHA GIBBS,SAVANNAH NAMBISAN,ISHA OR,CATHERINE TIMKO,NICOLE",4,49,50,1614,32,49,15,42,19,25,63,"bridgewater st., bridgewater st., case western reserve, case western reserve2, chicago, chicago, chicago, chicago2, denison, emory, johns hopkins, johns hopkins, oberlin, oberlin, penn state-behrend, washu2, wooster","4, 3, 6, 11, 3, 0, -7, -2, -5, -10, -3, -7, -2, 23, 5, -3, 8","2, 4, 4, 3, 2, 2, 4, 1, 2, 4, 2, 3, 1, 3, 4, 2, 3","33 24 22 4 10","69-58, 69-58, 69-63, 70-46, 54-62, 54-62, 54-62, 60-57, 75-58, 67-77, 58-68, 58-68, 81-43, 81-43, 78-74, 76-70, 69-43","HOME, HOME, AWAY, HOME, AWAY, AWAY, AWAY, HOME, AWAY, AWAY, AWAY, AWAY, HOME, HOME, HOME, HOME, AWAY",73.6059479553903,98,65.3061224489796,32.6938775510204,0.357142857142857,48.6497220015886,39.6825396825397
"135","CHINTALA,ANISHA GIBBS,SAVANNAH NAMBISAN,ISHA PEPER,ANYA TIMKO,NICOLE",4,2,2,66,2,3,1,2,1,0,2,"chicago","0","2","14 24 4 10 33","54-62","AWAY",72.7272727272727,150,100,50,0.5,61.4754098360656,0
"136","CHINTALA,ANISHA GIBBS,SAVANNAH NAMBISAN,ISHA PROUTY,ANNA TIMKO,NICOLE",3,3,2,83,2,3,1,1,0,2,2,"rochester2","6","2","24 11 4 33 10","59-46","HOME",72.289156626506,150,66.6666666666667,83.3333333333333,1,150,100
"137","CHINTALA,ANISHA GIBBS,SAVANNAH OR,CATHERINE PROUTY,ANNA TIMKO,NICOLE",3,1,1,12,0,0,1,1,0,0,1,"case western reserve2","11","3","10 22 11 4 24","70-46","HOME",200,0,0,0,1,0,0
"138","CHINTALA,ANISHA HEYER,ALLIE KATZ,JUSTINE LIGOTTI,PIPER PEPER,ANYA",5,2,2,23,4,0,0,0,0,0,0,"oberlin","32","3","14 5 10 3 2","81-43","HOME",208.695652173913,0,200,-200,NA,NA,NA
"139","CHINTALA,ANISHA HEYER,ALLIE LAFOND,LIV LIGOTTI,PIPER TIMKO,NICOLE",4,2,3,73,3,4,1,1,6,1,2,"muskingum","34","3","5 24 3 10 43","91-61","HOME",82.1917808219178,133.333333333333,150,-16.6666666666667,1,54.9450549450549,50
"140","CHINTALA,ANISHA HEYER,ALLIE LAFOND,LIV OR,CATHERINE TIMKO,NICOLE",4,4,5,154,5,7,0,5,2,3,6,"washington & jefferson","1","2","43 5 10 22 24","80-77","HOME",70.1298701298701,140,125,15,0,59.5238095238095,50
"141","CHINTALA,ANISHA HEYER,ALLIE NAMBISAN,ISHA PROUTY,ANNA TIMKO,NICOLE",4,1,0,6,1,0,0,0,0,0,0,"washu2","0","2","11 33 24 10 5","76-70","HOME",200,NA,100,NA,NA,NA,NA
"142","CHINTALA,ANISHA HEYER,ALLIE OR,CATHERINE PROUTY,ANNA TIMKO,NICOLE",4,2,2,63,2,4,0,2,2,2,2,"washu2","5","3","11 5 22 10 24","76-70","HOME",76.1904761904762,200,100,100,0,69.4444444444444,100
"143","CHINTALA,ANISHA KATZ,JUSTINE NAMBISAN,ISHA OR,CATHERINE TIMKO,NICOLE",5,1,4,37,3,8,0,0,8,0,0,"brandeis2, brandeis2, brandeis2, bridgewater st., bridgewater st.","8, 11, 11, 12, 9","4, 4, 4, 4, 4","2 24 33 10 22","62-51, 62-51, 62-51, 69-58, 69-58","AWAY, AWAY, AWAY, HOME, HOME",162.162162162162,200,300,-100,NA,113.636363636364,NA
"144","CHINTALA,ANISHA LAFOND,LIV NAMBISAN,ISHA OR,CATHERINE PEPER,ANYA",4,1,0,6,0,0,0,0,0,0,0,"bridgewater st.","11","4","33 43 10 22 14","69-58","HOME",200,NA,0,NA,NA,NA,NA
"145","CHINTALA,ANISHA LAFOND,LIV NAMBISAN,ISHA OR,CATHERINE TIMKO,NICOLE",4,1,0,13,0,0,0,0,0,1,1,"washington & jefferson","1","2","43 33 10 22 24","80-77","HOME",92.3076923076923,NA,0,NA,NA,NA,100
"146","CHINTALA,ANISHA LIGOTTI,PIPER NAMBISAN,ISHA OR,CATHERINE PROUTY,ANNA",4,1,1,36,0,2,0,1,0,0,0,"la roche","7","2","11 3 10 33 22","72-47","HOME",66.6666666666667,200,0,200,0,100,NA
"147","CHINTALA,ANISHA NAMBISAN,ISHA OR,CATHERINE PROUTY,ANNA TIMKO,NICOLE",4,1,1,50,2,3,2,2,0,1,1,"washington & jefferson","4","4","33 10 24 22 11","80-77","HOME",48,300,200,100,1,75,100
"148","DELMORE,KAYLA GIBBS,SAVANNAH HEYER,ALLIE OR,CATHERINE TIMKO,NICOLE",4,8,8,254,12,11,3,10,1,3,9,"emory","-11","3","4 22 5 21 24","67-77","AWAY",75.5905511811024,137.5,150,-12.5,0.3,52.6819923371648,33.3333333333333
"149","DELMORE,KAYLA GIBBS,SAVANNAH KATZ,JUSTINE LAFOND,LIV PEPER,ANYA",3,4,4,128,2,0,1,4,0,3,7,"carlow","25","2","21 43 14 4 2","92-45","HOME",75,0,50,-50,0.25,0,42.8571428571429
"150","DELMORE,KAYLA GIBBS,SAVANNAH LAFOND,LIV OR,CATHERINE PEPER,ANYA",3,4,3,101,2,4,0,2,0,3,3,"carlow","23","2","21 43 14 4 22","92-45","HOME",83.1683168316832,133.333333333333,50,83.3333333333333,0,100,100
"151","DELMORE,KAYLA GIBBS,SAVANNAH LIGOTTI,PIPER NAMBISAN,ISHA OR,CATHERINE",4,2,1,50,0,0,1,1,0,2,3,"carlow","23","2","21 33 3 4 22","92-45","HOME",72,0,0,0,1,0,66.6666666666667
"152","DELMORE,KAYLA GIBBS,SAVANNAH NAMBISAN,ISHA OR,CATHERINE PEPER,ANYA",4,4,5,115,5,5,2,6,1,2,5,"carlow","23","2","21 33 14 4 22","92-45","HOME",93.9130434782609,100,125,-25,0.333333333333333,38.8198757763975,40
"153","DELMORE,KAYLA HEYER,ALLIE OR,CATHERINE PROUTY,ANNA TIMKO,NICOLE",4,4,3,117,0,2,2,4,0,5,7,"washington & jefferson","0","1","11 21 22 24 5","80-77","HOME",71.7948717948718,66.6666666666667,0,66.6666666666667,0.5,25,71.4285714285714
"154","DELMORE,KAYLA KATZ,JUSTINE LAFOND,LIV LIGOTTI,PIPER PROUTY,ANNA",3,1,1,53,1,2,1,2,1,1,2,"washu","18","4","3 2 11 21 43","86-67","AWAY",45.2830188679245,200,100,100,0.5,40.983606557377,50
"155","GIBBS,SAVANNAH HEYER,ALLIE KATZ,JUSTINE LIGOTTI,PIPER OR,CATHERINE",4,5,4,139,0,1,1,3,2,4,8,"oberlin","30","3","4 5 22 3 2","81-43","HOME",77.6978417266187,25,0,25,0.333333333333333,12.8865979381443,50
"156","GIBBS,SAVANNAH HEYER,ALLIE LAFOND,LIV OR,CATHERINE TIMKO,NICOLE",3,1,0,34,2,0,0,0,0,0,1,"brandeis","18","4","22 4 24 5 43","74-67","HOME",35.2941176470588,NA,200,NA,NA,NA,0
"157","GIBBS,SAVANNAH HEYER,ALLIE LIGOTTI,PIPER OR,CATHERINE TIMKO,NICOLE",4,1,2,34,0,4,1,1,2,0,0,"oberlin","26","3","4 5 22 3 24","81-43","HOME",105.882352941176,200,0,200,1,106.382978723404,NA
"158","GIBBS,SAVANNAH HEYER,ALLIE NAMBISAN,ISHA OR,CATHERINE PEPER,ANYA",4,2,1,53,2,3,1,2,0,1,3,"wooster","11","2","14 33 5 22 4","69-43","AWAY",67.9245283018868,300,100,200,0.5,75,33.3333333333333
"159","GIBBS,SAVANNAH HEYER,ALLIE NAMBISAN,ISHA OR,CATHERINE TIMKO,NICOLE",4,10,10,329,10,9,3,10,3,5,12,"emory, la roche, oberlin, oberlin, rochester","-9, 13, 7, 23, 15","4, 1, 1, 3, 4","5 22 33 24 4","67-77, 72-47, 81-43, 81-43, 72-55","AWAY, HOME, HOME, HOME, AWAY",72.9483282674772,90,100,-10,0.3,39.7526501766784,41.6666666666667
"160","GIBBS,SAVANNAH LAFOND,LIV NAMBISAN,ISHA OR,CATHERINE TIMKO,NICOLE",3,2,4,101,5,4,0,4,0,0,2,"brandeis2, johns hopkins","14, -10","4, 4","4 43 24 33 22","62-51, 58-68","AWAY, AWAY",71.2871287128713,100,250,-150,0,50,0
"161","GIBBS,SAVANNAH NAMBISAN,ISHA OR,CATHERINE PEPER,ANYA TIMKO,NICOLE",4,5,4,172,0,7,3,7,2,6,9,"wooster","0","2","14 33 22 24 4","69-43","AWAY",62.7906976744186,175,0,175,0.428571428571429,44.4162436548223,66.6666666666667
"162","HEYER,ALLIE KATZ,JUSTINE LAFOND,LIV PROUTY,ANNA TIMKO,NICOLE",3,3,2,90,2,2,0,1,2,1,2,"rochester","17","4","5 24 2 43 11","72-55","AWAY",66.6666666666667,100,66.6666666666667,33.3333333333333,0,53.1914893617021,50
"163","HEYER,ALLIE KATZ,JUSTINE OR,CATHERINE PROUTY,ANNA TIMKO,NICOLE",4,4,5,131,4,3,0,4,2,3,5,"rochester","18","4","5 24 2 22 11","72-55","AWAY",82.442748091603,60,100,-40,0,30.7377049180328,60
"164","HEYER,ALLIE LAFOND,LIV LIGOTTI,PIPER OR,CATHERINE TIMKO,NICOLE",4,2,3,71,2,4,0,1,2,2,3,"carlow, muskingum","32, 13","3, 1","5 24 22 3 43","92-45, 91-61","HOME, HOME",84.5070422535211,133.333333333333,100,33.3333333333333,0,106.382978723404,66.6666666666667
"165","HEYER,ALLIE NAMBISAN,ISHA OR,CATHERINE PROUTY,ANNA TIMKO,NICOLE",4,1,1,42,0,2,0,1,0,0,0,"rochester","16","4","5 24 33 22 11","72-55","AWAY",57.1428571428571,200,0,200,0,100,NA
"166","LAFOND,LIV LIGOTTI,PIPER NAMBISAN,ISHA OR,CATHERINE TIMKO,NICOLE",4,4,3,144,5,0,2,5,0,4,7,"muskingum","13","1","43 3 22 33 24","91-61","HOME",58.3333333333333,0,125,-125,0.4,0,57.1428571428571
